 0.00729927 0.021881837 0.010844307 0.022127053 0.055061657 
control 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
n_like 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
traum 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0020074563 
master 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
due 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
earth 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
mere 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
authentic 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
easier 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
online 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
n_only 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
RRB 0.0018248175 0.005835157 0.0030983733 0.0035688793 0.010037282 
discipline 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
solder 0.0027372262 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
dynamics 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
dvd 9.1240875E-4 0.003646973 7.745933E-4 7.1377587E-4 0.0031545742 
exercises 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
band 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
recent 9.1240875E-4 7.293946E-4 7.745933E-4 0.0028551035 5.735589E-4 
breaking 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
based 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0011471178 
quality 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
n_disappointed 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
concepts 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
consistently 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
understandable 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
starting 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
lessons 9.1240875E-4 7.293946E-4 0.0015491867 0.0014275517 0.0028677946 
n_get 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0011471178 
fact 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 8.603384E-4 
overcome 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
fret 9.1240875E-4 0.0021881838 7.745933E-4 0.0014275517 8.603384E-4 
long 9.1240875E-4 0.0014587892 7.745933E-4 0.0035688793 8.603384E-4 
extended 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_beginners 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
n_forget 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
current 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0011471178 
key 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
n_return 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
cuts 0.0027372262 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
musicthe 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
st 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
twinkle 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
star 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
makes 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0011471178 
started 9.1240875E-4 0.0014587892 0.0030983733 7.1377587E-4 8.603384E-4 
people 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
stay 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
CLAPTON 0.0027372262 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
pull 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
tablature 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
simon 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 0.0034413536 
definitely 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
ons 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
inspire 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
beginners 9.1240875E-4 0.0014587892 0.0015491867 7.1377587E-4 8.603384E-4 
buying 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_watch 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
n_think 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
open 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
story 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0014338973 
n_tab 0.0018248175 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
country 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
phillips 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0017206768 
buy 9.1240875E-4 0.0029175784 0.0015491867 0.0014275517 0.0011471178 
aida 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
wished 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
presentation 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
amazing 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0020074563 
lick 9.1240875E-4 7.293946E-4 0.00232378 0.0014275517 0.0011471178 
n_worry 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
written 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
extreme 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 2.8677945E-4 
finding 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
sections 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
ve 9.1240875E-4 0.0021881838 7.745933E-4 0.0021413276 0.0020074563 
NOT 0.0018248175 0.0021881838 7.745933E-4 7.1377587E-4 5.735589E-4 
purchased 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
n_worth 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
THIS 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
n_player 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
basics 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 5.735589E-4 
recording 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0011471178 
learning 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0020074563 
frustrating 9.1240875E-4 0.0014587892 0.0015491867 7.1377587E-4 5.735589E-4 
speed 0.0018248175 0.0014587892 0.00232378 0.0028551035 0.0025810152 
blues 9.1240875E-4 7.293946E-4 0.00232378 0.0035688793 0.0045884713 
n_video 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 2.8677945E-4 
interest 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
kit 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
wo 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
missing 9.1240875E-4 0.0021881838 0.0015491867 7.1377587E-4 2.8677945E-4 
n_time 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
figure 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 5.735589E-4 
previous 9.1240875E-4 7.293946E-4 0.0015491867 0.0014275517 2.8677945E-4 
n_last 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
recently 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
teach 9.1240875E-4 0.0014587892 0.0015491867 7.1377587E-4 8.603384E-4 
incredible 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
guitar 0.0018248175 0.003646973 0.0030983733 0.0028551035 0.01089762 
bass 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0020074563 
money 0.0027372262 0.0029175784 7.745933E-4 7.1377587E-4 0.0014338973 
forever 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
n_got 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
fingers 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 2.8677945E-4 
problem 9.1240875E-4 0.0014587892 0.0015491867 7.1377587E-4 8.603384E-4 
humor 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
children 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
price 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
review 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 5.735589E-4 
n_belong 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
work 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 0.004875251 
noticable 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
books 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0014338973 
examples 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
favorite 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
theory 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 0.0011471178 
love 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0022942356 
gods 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
classical 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
enjoy 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 8.603384E-4 
rock 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0028677946 
n_haughty 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
continues 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
renditions 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
arpeggio 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_check 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
place 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
copy 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
explains 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
include 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
cool 9.1240875E-4 0.0014587892 0.00232378 0.0021413276 0.0017206768 
suggest 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
nice 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0017206768 
lead 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
drummer 9.1240875E-4 7.293946E-4 0.00232378 0.0014275517 0.0014338973 
opinion 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
lots 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
help 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0017206768 
LRB 0.0018248175 0.005835157 0.0030983733 0.0035688793 0.009750502 
runs 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 2.8677945E-4 
shredder 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
perfect 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 0.0011471178 
sound 9.1240875E-4 7.293946E-4 0.0015491867 0.0014275517 0.0031545742 
tab 0.0018248175 0.0021881838 0.00232378 0.0014275517 8.603384E-4 
plain 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
development 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
like 9.1240875E-4 0.0014587892 0.0038729666 0.004282655 0.0031545742 
techniques 9.1240875E-4 7.293946E-4 0.0015491867 0.0035688793 0.0020074563 
concerto 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
n_have 0.0018248175 0.0021881838 0.0015491867 0.0014275517 8.603384E-4 
youtube 9.1240875E-4 0.0014587892 0.0015491867 7.1377587E-4 5.735589E-4 
note 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 0.0011471178 
regret 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
line 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
scale 9.1240875E-4 0.0029175784 7.745933E-4 7.1377587E-4 0.0017206768 
tune 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
aware 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
ready 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
spend 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
cat 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
studies 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 5.735589E-4 
n_glean 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
track 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
value 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 8.603384E-4 
accompaniment 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
player 9.1240875E-4 0.0014587892 0.0015491867 0.0028551035 0.0037281332 
listening 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
stories 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
spent 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 0.0011471178 
tricks 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
played 9.1240875E-4 0.0014587892 0.0015491867 0.0014275517 0.0017206768 
command 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
performance 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
n_premiered 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
rewinding 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 2.8677945E-4 
challenge 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
n_introduction 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
